 #  |            identifier             |typ|     coord1 (ICRS,J2000/2000)      |  Mag U  |  Mag B  |  Mag V  |  Mag R  |  Mag I  |  spec. type   |#bib|#not
----|-----------------------------------|---|-----------------------------------|---------|---------|---------|---------|---------|---------------|----|----
544 |[DHG2019] 737                      |WV*|261.85646 -33.93711                |     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
545 |OGLE BLG-T2CEP-1022                |WV*|269.0488126225200 -19.7580564439800|     ~   |     ~   |     ~   |     ~   |16.179   |~              |   2|   0
546 |PSO J010.7244+41.9367              |WV*|010.72441677000 +41.93674540000    |     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
547 |DIRECT V1494 M31A                  |WV*|011.26595638000 +41.77555590000    |     ~   |22.532   |21.797   |     ~   |     ~   |~              |   3|   0
548 |CRTS J194425.7-293644              |WV*|296.1079227954579 -29.6122381557953|     ~   |15.976   |14.973   |14.786   |     ~   |~              |   1|   0
549 |OGLE GD-T2CEP-326                  |WV*|242.0899104844241 -52.7431536882561|     ~   |     ~   |     ~   |     ~   |16.585   |~              |   2|   0
550 |[DHG2019] 1067                     |WV*|267.84138 -27.56669                |     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
551 |OGLE BLG643.17 22111               |WV*|269.6847144191600 -23.3263761893700|     ~   |     ~   |     ~   |     ~   |18.058   |~              |   9|   0
552 |OGLE BLG-T2CEP-832                 |WV*|269.0451340019999 -20.7260846318400|     ~   |     ~   |18.177   |     ~   |16.049   |~              |   5|   0
553 |Gaia DR3 2030513688385210752       |WV*|298.8625626059896 +30.7088130635175|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   0|   0
554 |OGLE BLG-T2CEP-648                 |WV*|265.9095732649000 -25.5441026839100|     ~   |     ~   |19.454   |     ~   |16.672   |~              |   5|   0
555 |ZTF J183731.07-052229.7            |WV*|279.3794668154471 -05.3748579243653|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
556 |[DHG2019] 793                      |WV*|263.19175 -35.23847                |     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
557 |PSO J010.6331+41.6606              |WV*|010.63315519000 +41.66063470000    |     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
558 |[DHG2019] 557                      |WV*|257.21237 -42.29686                |     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
559 |[DHG2019] 465                      |WV*|252.46042 -45.80494                |     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
560 |PSO J009.8638+41.8306              |WV*|009.86384662000 +41.83064203000    |     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
561 |OGLE BLG-T2CEP-244                 |WV*|269.9185012403699 -28.1464631371800|     ~   |     ~   |15.595   |     ~   |13.669   |~              |   8|   0
562 |Gaia DR3 6036257783541103232       |WV*|239.7613908443100 -33.0803688310800|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   2|   0
563 |Gaia DR3 5298811864459569024       |WV*|139.3321999269288 -62.0401921395258|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   0|   0
564 |[BCM2019] b333 213 47420           |WV*|265.841532 -28.677718              |     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
565 |OGLE BLG-T2CEP-628                 |WV*|265.6578895626700 -22.8277233039400|     ~   |     ~   |16.405   |     ~   |14.605   |~              |   6|   0
566 |OGLE GD-T2CEP-137                  |WV*|261.2266483791900 -46.4270519495900|     ~   |     ~   |18.587   |     ~   |16.736   |~              |   2|   0
567 |CRTS J063346.8-305748              |WV*|098.4451752050046 -30.9634691363439|     ~   |     ~   |     ~   |15.826   |     ~   |~              |   2|   0
568 |[DHG2019] 1112                     |WV*|268.65775 -24.35778                |     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
569 |OGLE BLG-T2CEP-299                 |WV*|271.6602143880400 -32.7380641074800|     ~   |     ~   |15.128   |     ~   |13.337   |~              |   8|   0
570 |OGLE BLG-T2CEP-1087                |WV*|252.5244861131542 -33.0150189454644|     ~   |     ~   |     ~   |     ~   |13.296   |~              |   1|   0
571 |OGLE LMC171.3 134                  |WV*|083.4020072710800 -71.0003094022300|     ~   |     ~   |16.698   |     ~   |16.154   |~              |   5|   0
572 |Gaia DR3 5958406416104750976       |WV*|263.9988968725754 -44.0339107446247|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   0|   0
573 |Gaia DR3 5977738991637643392       |WV*|253.9937062420838 -35.7126027987853|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   0|   0
574 |OGLE GD-T2CEP-138                  |WV*|261.2808381161200 -48.5763149762500|     ~   |     ~   |13.48    |     ~   |12.649   |~              |   4|   0
575 |[FRS2006] WeCAPP V22926            |WV*|010.81205456000 +41.39463864000    |     ~   |     ~   |     ~   |     ~   |     ~   |~              |   2|   0
576 |ZTF J201452.05-100725.9            |WV*|303.7169170356246 -10.1238938734786|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
577 |[DHG2019] 1243                     |WV*|271.17171 -23.87842                |     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
578 |OGLE BLG-T2CEP-39                  |WV*|266.0536876616100 -34.1619277388200|     ~   |     ~   |16.889   |     ~   |14.796   |~              |   7|   0
579 |OGLE BLG-T2CEP-87                  |WV*|267.5843880294100 -30.5490546321500|     ~   |     ~   |17.771   |     ~   |14.891   |~              |   7|   0
580 |OGLE BLG-T2CEP-1114                |WV*|255.7562943742979 -26.3348352346400|     ~   |     ~   |     ~   |     ~   |14.669   |~              |   1|   0
581 |[BCM2019] b333 310 96332           |WV*|265.913099 -29.074543              |     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
582 |OGLE GD-T2CEP-280                  |WV*|278.3950190217200 +03.1352761169900|     ~   |     ~   |     ~   |     ~   |15.397   |~              |   3|   0
583 |V* V1567 Cyg                       |WV*|323.6736107124300 +42.0095443927000|     ~   |15.5     |     ~   |     ~   |     ~   |~              |   7|   0
584 |CRTS J195702.6-391829              |WV*|299.2607894945095 -39.3082250005103|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
585 |OGLE SMC-T2CEP-40                  |WV*|017.1952327961800 -71.8526217406200|     ~   |     ~   |16.976   |     ~   |16.036   |~              |   8|   0
586 |OGLE LMC500.26.000269              |WV*|081.4075477643104 -72.6562862837256|     ~   |     ~   |18.511   |     ~   |17.707   |~              |   2|   0
587 |Gaia DR3 4127339159147606016       |WV*|252.0256204303562 -20.9832010309689|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   0|   0
588 |OGLE LMC508.04.000362              |WV*|076.1142255141200 -71.6319806770400|     ~   |     ~   |17.878   |     ~   |17.208   |~              |   3|   0
589 |OGLE BLG-T2CEP-1109                |WV*|255.65079 -26.26931                |     ~   |     ~   |     ~   |     ~   |14.552   |~              |   1|   0
590 |[FRS2006] WeCAPP V20505            |WV*|010.715792 +41.350000              |     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
591 |PSO J010.6140+41.1485              |WV*|010.61397933000 +41.14846406000    |     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
592 |OGLE BLG-T2CEP-75                  |WV*|267.4386560264600 -30.5942270808500|     ~   |     ~   |19.354   |     ~   |16.474   |~              |   8|   0
593 |ATO J277.6731+05.7730              |WV*|277.6731725739700 +05.7731137483000|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   4|   0
594 |OGLE LMC125.7 27931                |WV*|074.7059903001500 -68.0743465400100|     ~   |     ~   |16.853   |     ~   |15.989   |~              |   9|   0
595 |V* FY Aqr                          |WV*|334.1457119923600 -03.8153936633200|     ~   |12.27    |12.12    |     ~   |     ~   |~              |  13|   0
596 |Cl* NGC 6388 SAW V70               |WV*|264.073083 -44.733200              |     ~   |     ~   |     ~   |     ~   |13.28    |~              |   1|   0
597 |[DHG2019] 645                      |WV*|260.25537 -36.87678                |     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
598 |OGLE BLG-T2CEP-605                 |WV*|265.3887269186000 -28.0269586606700|     ~   |     ~   |19.836   |     ~   |16.255   |~              |   5|   0
599 |ZTF J180153.48-085820.1            |WV*|270.47286 -08.97226                |     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
600 |[DHG2019] 867                      |WV*|264.75367 -30.79983                |     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
601 |[FRS2006] WeCAPP V05414            |WV*|010.626000 +41.206222              |     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
602 |[DHG2019] 901                      |WV*|265.29833 -28.63867                |     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
603 |OGLE BLG-T2CEP-1295                |WV*|276.1255067623508 -24.8601231573578|     ~   |     ~   |13.9     |     ~   |11.734   |G3             |  12|   0
604 |[DHG2019] 106                      |WV*|213.70887 -60.02947                |     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
605 |OGLE BLG-T2CEP-953                 |WV*|258.0027552149379 -33.2390889108228|     ~   |     ~   |     ~   |     ~   |14.096   |~              |   0|   0
606 |V* LN Vul                          |WV*|308.7809847810600 +22.8916781967000|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   7|   0
607 |[BCM2019] b333 34 74365            |WV*|265.928814 -30.042150              |     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
608 |UCAC4 318-076936                   |WV*|219.887242 -26.541061              |     ~   |16.597   |15.724   |     ~   |     ~   |~              |   1|   0
609 |OGLE BLG-T2CEP-569                 |WV*|265.0386091253000 -33.5349260593400|     ~   |     ~   |19.554   |     ~   |16.538   |~              |   6|   0
610 |OGLE GD-T2CEP-251                  |WV*|244.75525 -53.56603                |     ~   |     ~   |15.144   |     ~   |12.757   |~              |   1|   0
611 |Cl* NGC 6218 SAW V1                |WV*|251.8195679896100 -01.9665229107000|     ~   |     ~   |     ~   |     ~   |     ~   |G0e            |  10|   0
612 |CRTS J165130.6-224556              |WV*|252.8778895965492 -22.7655805652489|     ~   |16.163   |14.974   |14.602   |     ~   |~              |   1|   0
613 |OGLE BLG-T2CEP-841                 |WV*|269.3492316886400 -25.9864769030400|     ~   |     ~   |     ~   |     ~   |16.597   |~              |   5|   0
614 |ZTF J234330.95+591753.2            |WV*|355.87899 +59.29813                |     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
615 |ZTF J202448.20+060203.8            |WV*|306.2008428870100 +06.0343697700900|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   3|   0
616 |Gaia DR3 5992837691421123072       |WV*|246.2875517191108 -41.7668583344756|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   0|   0
617 |OGLE BLG-T2CEP-459                 |WV*|263.6856489420400 -25.9519306081000|     ~   |     ~   |18.879   |     ~   |15.514   |~              |   6|   0
618 |[DHG2019] 996                      |WV*|266.92837 -29.17583                |     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
619 |[DHG2019] 932                      |WV*|265.68492 -28.62097                |     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
620 |V* V1102 Cas                       |WV*|020.4817 +58.1031                  |     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
621 |[FRS2006] WeCAPP V00040            |WV*|010.79313855000 +41.13560997000    |     ~   |     ~   |     ~   |     ~   |     ~   |~              |   2|   0
622 |OGLE GD-T2CEP-211                  |WV*|202.7685548677900 -62.3884673278000|     ~   |     ~   |19.644   |     ~   |17.622   |~              |   4|   0
623 |[DHG2019] 620                      |WV*|259.77921 -38.33725                |     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
624 |OGLE BLG-T2CEP-1174                |WV*|261.1623615173429 -40.5769290239211|     ~   |     ~   |     ~   |     ~   |15.572   |~              |   1|   0
625 |Gaia DR3 5960456245057648640       |WV*|261.4339281006925 -39.4435005898328|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   0|   0
626 |OGLE BRIGHT-LMC-MISC-256           |WV*|082.8493113650000 -68.4688921214000|     ~   |     ~   |15.393   |     ~   |14.427   |~              |   2|   0
627 |OGLE BLG-T2CEP-1161                |WV*|259.8810154763495 -40.1286486310953|     ~   |     ~   |     ~   |     ~   |14.307   |~              |   1|   0
628 |[MFK2013] 10                       |WV*|266.321634 -28.964806              |     ~   |     ~   |     ~   |     ~   |     ~   |~              |   2|   0
629 |[DHG2019] 360                      |WV*|245.36425 -48.71497                |     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
630 |[DHG2019] 1197                     |WV*|270.17679 -25.47519                |     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
631 |CRTS J090436.0+065901              |WV*|136.1498427669075 +06.9837357116200|     ~   |     ~   |13.62    |     ~   |     ~   |~              |   5|   0
632 |BC 201                             |WV*|083.2571718672600 +18.1330219092000|     ~   |     ~   |     ~   |     ~   |     ~   |N              |  14|   0
633 |OGLE GD-T2CEP-71                   |WV*|230.7920108755000 -53.8478697562900|     ~   |     ~   |17.532   |     ~   |15.782   |~              |   4|   0
634 |[DHG2019] 1001                     |WV*|266.96433 -29.77822                |     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
635 |OGLE LMC178.5 495                  |WV*|084.3068993456900 -70.8486702089200|     ~   |     ~   |18.453   |     ~   |17.743   |~              |   8|   0
636 |OGLE GD-T2CEP-94                   |WV*|244.69975 -54.48283                |     ~   |     ~   |17.956   |     ~   |16.590   |~              |   2|   0
637 |Gaia DR3 4107766718414212224       |WV*|259.0912984204796 -27.9261806727156|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   0|   0
